Gender,Gendet_text,Race,Race_text,Education,Reationshship Status,Relationship_text,Employment,Employment_text,Age,Religion,Household,Siblings,A1,E1,P1,N1,A2,H1,M1,R1,M2,E2,Lon,H2,P2,N2,A3,N3,E3,H3,R2,M3,R3,P3,hap,PANAS_1,PANAS_2,PANAS_3,PANAS_4,PANAS_5,PANAS_6,PANAS_7,PANAS_8,PANAS_9,PANAS_10,PANAS_11,PANAS_12,PANAS_13,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,big5_11,big5_12,big5_13,big5_14,big5_15,Q44
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,Single,,Unemployed,,49,Prefer not to answer,1,2,2,6,2,7,4,3,3,5,3,5,3,1,5,5,7,7,4,3,3,3,2,2,3,2,4,2,4,2,2,4,2,4,4,1,3,1,1,1,1,2,1,4,4,2,4,4,2,2,2,5,2,2,2,4,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Unemployed,,30,Somewhat,3,2,7,7,7,7,7,6,7,7,7,7,5,5,7,3,7,5,8,7,7,6,7,7,6,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,4,4,5,2,4,4,3,1,3,4,2,4,4,4,4,4,No comments questions 
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),Single,,Full time,,38,Somewhat,1,2,10,8,8,8,8,10,9,9,10,10,3,10,9,5,10,4,9,10,7,10,7,7,8,4,2,4,2,4,4,2,4,2,2,4,2,4,5,6,6,7,6,4,4,1,5,4,1,5,4,3,2,4,2,5,2,2,
Transgender,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),I prefer not to answer,,Full time,,35,,5,2,9,4,8,3,8,9,8,9,9,9,2,8,9,2,9,3,8,8,9,9,8,8,9,4,1,4,1,4,4,1,4,1,3,4,1,4,6,4,6,4,6,4,4,1,3,4,4,1,1,1,3,5,4,4,1,4,
Transgender,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Part time,,22,,1,3,7,7,6,7,6,3,9,8,9,8,2,3,2,3,8,5,5,2,10,10,8,7,7,4,3,4,3,2,3,3,3,3,3,3,1,4,3,3,4,6,2,5,5,4,4,5,2,3,4,4,1,1,3,3,3,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Student,,21,,3,2,6,4,6,8,8,8,6,4,4,6,4,7,6,6,7,4,7,8,6,6,6,6,4,3,3,3,3,4,4,2,3,3,4,3,4,3,5,6,3,5,3,5,5,4,5,4,2,2,5,4,2,2,4,4,4,2,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,30,,1,2,6,6,6,8,5,6,5,4,3,6,7,3,6,4,7,7,5,5,5,3,5,3,6,3,4,4,3,4,4,2,3,3,4,4,4,2,2,2,3,3,2,1,3,4,4,4,3,2,5,4,2,2,3,3,3,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Full time,,38,,1,1,7,8,7,3,7,5,7,6,7,10,1,1,8,1,9,2,8,5,5,7,6,7,8,4,2,4,2,3,4,2,4,1,1,4,2,4,5,5,6,5,2,5,5,3,3,5,1,2,4,1,1,4,3,4,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Selfemployed,,47,,1,5,8,9,8,0,8,8,10,10,10,10,0,7,8,1,10,0,9,9,10,9,10,10,10,4,1,4,1,3,4,1,5,2,1,4,2,5,7,7,7,7,6,5,5,1,1,4,2,1,1,1,5,4,4,5,5,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,"Other, please specify",widowed,Part time,,50,Somewhat,2,2,5,6,5,1,5,4,6,7,7,6,7,4,5,3,9,4,6,5,6,6,5,5,5,4,2,4,2,4,3,2,3,4,1,3,2,3,2,4,4,4,3,5,4,2,2,3,2,2,2,1,4,4,4,5,5,3,
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Associate degree in college (2year),Single,,Selfemployed,,57,,1,2,8,7,6,6,7,8,7,2,6,6,5,8,8,5,8,1,6,8,1,8,2,6,7,3,2,3,2,4,4,2,3,2,2,3,2,4,3,4,4,5,3,5,2,2,4,2,1,4,1,1,3,4,1,5,3,3,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Some college but no degree,In a relationship,,Part time,,23,,1,3,7,9,4,2,5,3,7,1,6,6,2,2,7,3,7,2,9,4,6,7,5,6,6,4,2,4,2,5,4,2,3,2,1,4,2,3,3,2,2,1,1,5,4,1,2,5,5,4,4,1,1,4,4,4,5,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,35,,1,1,7,8,9,1,5,7,6,6,7,9,0,5,9,0,7,2,9,7,8,6,3,6,9,4,1,3,3,4,4,2,4,3,3,4,2,3,6,6,6,6,3,4,4,4,3,4,3,1,3,1,1,4,5,3,4,4,"Normal survey, Thank you!"
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Associate degree in college (2year),In a relationship,,Full time,,42,,4,2,7,8,9,7,8,7,9,8,8,8,7,8,8,5,8,6,10,8,9,9,6,8,7,4,3,4,3,4,3,2,4,2,2,4,2,4,5,4,5,5,2,1,4,1,3,3,2,1,1,3,2,5,2,4,1,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,35,,1,1,10,9,9,2,9,10,10,10,10,10,0,10,10,1,10,1,8,8,10,10,9,9,9,4,1,4,1,4,4,1,4,1,1,4,1,4,6,6,7,7,6,2,5,1,1,4,3,1,1,1,1,5,5,5,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,39,Somewhat,6,2,0,5,0,6,2,0,1,2,0,2,8,0,1,3,9,5,0,1,1,0,0,1,1,2,3,2,4,3,3,2,3,3,1,3,2,2,1,1,2,2,1,2,4,5,3,5,4,4,4,5,1,3,2,2,2,4,No feedback. Great survey 
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Retired,,62, Much,1,3,8,8,9,6,9,5,8,8,8,8,3,5,8,3,8,3,8,6,9,8,8,8,9,4,3,4,3,3,4,3,4,3,1,4,3,4,6,5,6,6,6,4,5,1,2,5,4,1,1,1,1,4,3,4,4,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Part time,,20,,1,1,4,7,3,8,6,2,4,8,5,5,6,0,4,6,8,8,5,0,8,6,6,6,4,2,4,3,4,1,3,4,2,4,3,2,2,3,2,3,3,2,3,4,4,3,5,5,2,2,4,5,4,1,4,4,3,4,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Associate degree in college (2year),In a relationship,,Student,,23,,3,1,5,6,6,3,5,8,5,6,7,3,3,7,8,3,6,3,7,3,6,5,10,5,4,4,2,4,3,3,3,2,3,2,3,2,2,2,4,5,5,6,5,5,4,3,4,3,2,3,3,3,2,4,3,4,3,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,34,,3,1,7,7,7,4,7,6,7,8,8,7,6,6,8,4,8,5,7,6,8,8,9,8,8,4,2,4,2,4,4,2,4,2,2,4,2,4,6,6,6,6,6,5,4,2,2,2,3,4,3,3,4,3,4,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Full time,,28,,1,1,2,1,3,2,4,8,1,3,2,2,7,7,4,2,8,6,2,6,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,1,1,1,3,4,2,2,2,2,1,3,3,3,3,3,4,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Retired,,74,Somewhat,1,1,3,8,1,2,5,7,5,3,3,6,2,5,4,3,9,1,8,7,0,3,4,5,2,2,4,3,4,2,3,3,2,4,2,1,3,2,2,3,2,3,1,5,4,4,4,5,1,1,5,5,1,1,4,5,3,4,"Number of others in my household is zero, but there was no option to choose zero. I had to choose one to advance to the next page. Please consider that a fair number of people live alone."
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Full time,,28,,2,1,1,6,2,9,5,7,2,1,1,1,10,4,2,5,10,10,10,5,2,2,4,2,1,3,3,3,4,2,2,4,2,4,1,2,3,2,2,2,2,2,3,4,4,3,4,2,3,4,3,2,2,3,2,2,3,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,30, Much,1,2,9,9,7,9,8,8,7,6,10,8,4,6,7,3,8,4,10,7,9,7,10,7,8,4,3,4,3,3,4,2,4,3,3,4,3,4,6,5,6,6,3,2,4,2,4,4,4,1,2,4,2,4,4,5,4,4,
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Associate degree in college (2year),In a relationship,,Full time,,40, Much,5,1,7,7,10,3,8,7,10,10,10,8,0,7,9,4,9,1,8,7,10,9,10,9,9,4,2,4,2,3,4,2,4,2,1,5,2,4,6,6,6,6,6,3,4,3,2,4,3,3,3,1,1,4,3,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,31,Somewhat,3,5,10,10,10,1,10,9,10,10,10,10,1,9,9,1,10,2,0,10,10,10,10,10,10,4,1,4,1,4,4,1,4,1,1,4,1,5,6,6,7,7,7,3,4,1,1,5,5,2,1,1,1,4,3,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Retired,,68, Much,2,3,8,9,7,2,7,7,8,7,8,8,1,7,8,1,10,1,9,7,8,8,9,5,8,4,1,4,1,3,4,2,4,2,2,4,2,4,5,4,6,7,2,2,5,1,1,1,5,1,1,1,3,3,5,5,4,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Unemployed,,34, Much,4,2,5,9,7,2,6,10,10,10,10,8,0,10,9,1,10,2,10,10,10,10,10,7,8,4,2,4,1,4,4,2,3,2,1,3,2,2,5,5,6,4,4,4,5,2,3,3,3,1,1,2,3,4,4,5,3,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Retired,,66,Somewhat,1,1,7,8,6,7,9,8,7,8,7,7,2,6,8,1,10,2,8,7,7,7,9,9,9,4,3,4,3,3,3,2,4,3,4,3,2,4,7,7,7,7,4,4,3,4,5,5,3,2,3,1,1,3,4,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,27,Somewhat,1,2,2,7,5,7,5,5,6,7,6,5,10,4,5,5,7,7,8,5,7,6,10,5,5,3,4,3,4,3,3,4,3,4,4,3,4,3,2,2,2,3,1,5,5,4,5,4,2,1,4,5,2,2,3,4,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,28,,1,2,7,8,7,3,6,8,8,7,9,9,4,7,7,2,8,3,8,7,8,8,8,6,7,3,3,4,3,4,4,3,4,3,3,4,2,4,4,4,4,4,4,4,5,3,3,5,3,2,2,2,2,4,3,4,3,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Retired,,64,Somewhat,1,1,7,8,7,4,7,4,6,8,6,6,4,5,6,4,7,4,6,5,8,6,7,7,6,4,3,4,2,3,4,2,4,2,2,4,2,4,4,4,5,5,2,3,5,2,4,3,4,3,3,2,3,3,3,4,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,"Professional degree (JD, MD)",Single,,Full time,,32, Much,1,2,7,7,5,3,9,8,8,9,10,8,2,7,8,3,9,2,8,7,9,5,8,8,7,4,3,4,3,4,4,2,3,1,2,2,2,4,3,4,3,5,4,2,4,1,2,3,4,2,2,2,1,4,3,4,4,4,
I prefer not to answer,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,38, Much,3,3,10,10,10,6,10,9,10,10,10,10,1,10,10,4,10,2,3,10,10,10,10,10,10,4,2,4,1,5,5,1,5,3,1,4,1,4,6,5,6,4,4,1,4,5,1,4,5,2,5,1,4,5,5,4,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,44, Much,4,4,7,6,8,4,7,8,7,7,7,8,3,7,7,2,8,3,7,6,7,7,8,7,7,4,1,4,2,3,4,2,3,3,3,4,2,3,4,4,3,3,5,3,3,2,3,3,3,4,4,3,2,3,3,3,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,"Professional degree (JD, MD)",In a relationship,,Unemployed,,29,Somewhat,1,2,2,5,3,8,5,7,3,4,2,2,8,4,3,2,3,7,6,5,5,2,7,3,4,3,4,3,4,2,3,4,2,4,3,2,2,3,2,2,2,3,3,4,4,2,5,4,1,2,4,5,4,2,4,4,3,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,44, Much,3,1,8,6,7,6,8,8,9,9,8,8,7,8,7,4,8,6,4,8,8,9,6,7,7,4,2,4,1,4,4,1,4,1,1,4,1,4,5,5,6,7,5,1,5,2,5,1,5,1,1,3,4,3,4,5,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Retired,,66, Much,1,1,7,8,8,2,8,8,9,10,9,7,1,8,9,1,9,2,8,8,9,9,10,9,9,4,2,4,2,4,4,2,4,2,2,4,2,4,6,6,6,6,5,2,5,2,3,2,4,1,2,2,3,4,5,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Other,unable to work,55,,2,3,3,8,1,9,7,3,3,4,2,1,6,1,4,3,7,8,7,2,6,1,8,4,4,3,4,3,3,2,3,3,2,3,1,1,2,2,5,4,5,6,3,4,5,2,4,5,4,2,3,5,3,1,4,3,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,22,,2,2,9,8,8,4,10,9,9,10,10,9,0,9,10,0,9,1,6,8,10,9,10,9,9,2,1,5,1,5,5,1,5,1,1,4,1,5,7,7,7,7,5,5,4,1,4,2,3,1,4,1,4,2,3,5,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Full time,,44,Somewhat,1,1,3,5,3,5,6,5,4,7,3,6,7,1,7,2,9,4,5,2,6,6,5,7,6,4,3,4,3,3,4,3,4,3,2,2,2,4,3,3,3,3,3,4,4,3,3,1,1,2,4,4,4,3,4,4,4,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,"Professional degree (JD, MD)",In a relationship,,Full time,,56,,1,2,4,7,1,7,5,7,5,9,6,7,2,7,4,9,8,9,8,8,9,3,8,6,3,2,4,2,4,1,2,4,2,5,2,2,5,3,3,5,5,5,3,4,3,4,5,4,3,2,4,4,2,3,1,5,2,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,"Other, please specify",married,Retired,,68, Much,1,2,8,8,9,2,8,6,9,6,9,8,1,7,8,2,10,2,8,4,10,9,9,8,8,4,1,5,1,4,4,2,4,1,1,4,1,4,6,6,7,7,7,4,5,1,4,5,5,2,1,1,2,4,4,5,5,5,N/A
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Full time,,33,,3,1,6,6,6,3,6,8,7,8,7,5,2,8,7,1,8,3,4,7,6,7,7,7,7,4,2,4,2,4,4,2,4,2,1,3,2,4,6,6,6,6,6,3,3,5,3,1,2,2,4,2,2,4,2,4,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Doctoral degree,In a relationship,,Full time,,36, Much,3,4,6,7,9,5,8,6,6,5,8,8,9,6,9,8,7,7,7,9,7,8,8,8,9,3,4,4,5,5,3,5,2,4,3,4,3,5,6,4,6,5,4,3,4,4,2,3,4,2,3,3,4,5,3,4,3,5,this survey was good
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Full time,,30,,2,3,2,4,1,8,1,0,4,2,3,4,5,0,3,1,2,6,3,0,1,0,6,3,2,3,4,2,4,1,2,4,2,4,4,2,2,3,2,1,1,4,5,5,4,5,4,5,3,1,5,5,3,3,4,2,2,3,
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese),Some other race, ethnicity, origin, pleases specify",West Indian,Bachelor's degree in college (4year),In a relationship,,Selfemployed,,43,,3,1,8,9,5,3,8,7,9,9,8,9,1,6,8,2,9,3,9,7,9,9,8,7,8,4,2,4,2,4,4,2,4,2,2,3,1,4,5,4,5,6,4,5,5,2,2,5,5,1,2,3,1,4,5,5,5,5,Thank you fthe opportunity to participate!
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Selfemployed,,38, Much,1,2,4,8,4,7,3,3,2,2,3,2,9,2,4,6,7,5,7,3,4,3,3,3,4,3,4,3,4,3,3,4,3,3,2,3,4,3,2,2,2,2,2,5,5,1,4,5,2,4,4,5,4,2,4,4,2,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Part time,,30,Somewhat,3,2,5,7,5,6,7,6,5,9,5,6,5,4,6,3,6,4,9,5,5,6,2,6,7,4,3,4,2,3,4,3,4,2,1,3,2,4,5,5,3,2,1,5,2,4,5,5,1,4,5,4,1,2,3,2,2,4,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Bachelor's degree in college (4year),In a relationship,,Part time,,67,Somewhat,1,6,7,6,6,3,8,6,8,9,8,6,2,6,9,1,9,2,3,6,8,9,9,7,7,4,2,4,2,3,3,1,4,2,2,3,1,4,5,5,6,5,4,4,5,2,2,3,2,1,1,2,2,4,4,5,5,4,This survey was very clear.
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Unemployed,,35,Somewhat,2,1,3,8,5,7,3,7,7,8,4,5,3,7,6,4,7,4,2,6,7,4,8,7,6,3,3,3,2,1,3,2,3,2,2,2,2,4,5,6,4,5,3,2,4,3,5,2,4,2,2,3,4,2,4,4,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Full time,,29,,1,1,8,8,9,7,9,8,10,10,10,10,3,3,9,7,10,6,8,8,9,8,9,10,9,4,3,4,3,3,4,3,4,2,1,4,2,4,6,7,7,7,7,1,3,1,4,3,4,2,1,2,1,4,4,4,3,4,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian),American Indian Alaska Native(e.g. Navajo Nation, Blackfeet Trive, Mayan, Aztec, Native Villave of Barrow Inupiat Traditional Government, Nome Eskimo Community),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Associate degree in college (2year),In a relationship,,Selfemployed,,43,Somewhat,2,4,5,7,5,8,7,9,6,5,10,7,5,6,7,1,8,3,10,9,5,5,7,5,7,3,3,3,3,3,3,3,3,3,3,3,1,3,5,6,5,5,1,3,3,4,5,5,3,2,2,2,2,4,3,2,3,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Full time,,29, Much,3,1,7,8,7,3,6,8,6,7,6,8,2,8,8,3,7,3,8,8,7,7,6,8,6,4,2,4,2,4,4,2,5,1,1,4,1,3,4,5,5,5,2,5,4,3,2,2,4,2,4,3,1,5,1,5,4,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Part time,,25,Somewhat,1,3,3,8,6,7,4,4,6,6,5,6,3,0,5,3,6,4,7,3,5,4,7,4,7,4,3,4,2,3,4,3,4,3,2,4,3,2,4,5,6,5,3,4,4,5,5,1,4,4,4,2,3,4,4,4,5,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,62, Much,2,3,7,9,6,4,9,9,8,7,9,8,1,8,7,3,9,3,6,9,9,9,8,8,7,4,3,4,3,4,4,3,4,3,2,3,3,4,4,3,5,5,3,4,5,1,4,4,4,2,1,3,2,3,4,5,4,4,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Some college but no degree,Single,,Selfemployed,,44,,1,1,2,4,0,2,1,2,0,1,2,1,2,3,1,3,3,7,4,2,1,2,2,6,2,2,4,2,4,2,2,4,2,4,4,1,3,3,2,2,2,2,2,4,2,4,4,5,2,4,5,4,2,2,3,1,1,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Retired,,75,,1,1,8,8,6,2,9,6,10,9,10,8,0,7,8,3,10,1,8,8,10,9,9,9,9,4,3,4,2,3,4,2,4,1,1,3,2,4,6,7,7,7,6,4,3,1,1,4,3,1,1,1,5,3,4,5,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,38,,1,1,3,7,2,7,5,5,5,7,3,2,8,5,4,3,6,8,8,5,6,1,4,2,1,2,4,2,4,3,4,4,1,4,4,1,3,1,2,1,1,5,4,3,4,1,5,5,4,3,3,4,2,2,3,3,4,4,"I do not have any siblings, however, that was not a choice fthat question!!"
Male,,"American Indian Alaska Native(e.g. Navajo Nation, Blackfeet Trive, Mayan, Aztec, Native Villave of Barrow Inupiat Traditional Government, Nome Eskimo Community)",,Bachelor's degree in college (4year),Single,,Full time,,34,Somewhat,1,1,2,2,4,4,3,10,3,0,4,6,5,10,4,0,4,4,2,10,1,4,1,2,2,2,3,2,3,4,2,2,2,3,1,2,1,1,1,1,1,3,1,5,5,1,4,4,4,1,2,2,2,3,2,4,5,4,Felt like a mental health survey
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,"Professional degree (JD, MD)",In a relationship,,Full time,,35,,3,1,7,6,7,1,8,8,8,7,9,8,1,8,7,4,9,1,7,8,8,9,8,8,7,4,2,4,2,4,4,2,4,2,1,4,2,4,6,6,6,5,6,5,4,3,1,3,3,2,2,1,5,3,2,5,5,4,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Bachelor's degree in college (4year),Single,,Full time,,28,,3,2,3,7,5,5,2,7,6,6,7,4,5,6,6,5,3,7,6,5,6,4,6,6,6,3,3,3,3,3,2,4,3,4,3,2,2,2,5,6,5,3,3,2,5,1,4,4,3,3,5,4,5,5,5,5,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),Single,,Selfemployed,,50,Somewhat,1,2,7,7,6,0,7,6,8,5,8,6,1,6,8,2,10,2,7,7,7,8,5,9,9,4,1,4,1,4,4,1,4,1,1,3,1,4,6,6,6,6,3,5,2,1,1,2,2,1,3,1,5,1,2,5,5,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,60, Much,2,3,8,8,7,3,9,7,9,9,9,9,1,8,8,5,9,2,6,7,10,9,9,8,8,4,2,4,1,4,4,1,4,2,1,3,2,4,6,6,7,7,6,4,4,1,4,3,3,3,2,3,3,4,4,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Part time,,39,,1,1,0,7,2,9,4,3,0,6,0,8,2,3,4,2,5,8,7,4,7,1,7,2,4,3,3,2,3,1,4,2,2,3,4,2,1,1,1,1,1,1,1,5,5,2,4,4,2,2,3,4,2,2,2,5,3,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Unemployed,,34,,2,3,4,4,0,7,3,1,0,1,0,3,9,0,3,4,6,6,3,2,1,5,0,0,2,2,4,2,4,1,2,4,2,4,3,1,3,1,2,2,1,2,1,5,4,4,5,2,1,1,4,5,2,1,1,2,1,1,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,37,,1,2,3,6,2,6,2,3,1,6,1,4,8,3,3,6,8,6,6,5,5,1,3,3,4,3,3,2,3,2,3,2,2,4,3,1,3,2,1,3,2,2,1,5,4,4,4,3,2,1,4,5,3,2,3,3,3,4,
Other,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Bachelor's degree in college (4year),Single,,Unemployed,,30,,2,1,5,9,5,9,5,5,4,5,7,8,5,3,6,2,5,3,10,5,2,7,1,7,5,3,3,3,3,4,3,4,3,2,3,3,2,4,4,4,3,4,3,5,3,4,5,5,3,3,1,3,1,3,3,4,3,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,25,Somewhat,3,2,9,9,7,3,9,7,9,3,9,8,2,8,8,5,9,2,8,5,5,8,5,9,9,4,2,4,2,4,4,2,4,2,3,4,3,4,6,6,6,6,6,3,1,2,2,4,5,4,2,2,2,4,1,2,3,4,N/a
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Part time,,20,,4,2,4,5,4,8,5,6,5,5,4,5,6,6,5,5,3,8,4,6,5,4,5,4,4,3,3,3,3,3,3,3,3,4,3,3,3,2,2,2,2,2,2,4,5,4,5,4,4,2,4,4,3,2,3,4,2,4,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Bachelor's degree in college (4year),Single,,Unemployed,,32,,2,2,4,4,2,9,2,3,2,3,2,3,8,2,4,2,3,9,9,2,1,2,2,2,3,2,3,2,2,3,2,4,2,4,3,2,2,1,1,1,1,1,2,4,4,3,3,4,3,2,4,4,1,1,4,4,3,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Unemployed,,38,Somewhat,2,2,10,10,8,0,7,10,10,10,10,10,0,10,10,2,10,2,10,10,10,10,10,10,10,5,1,5,1,5,5,1,5,1,2,4,1,5,7,7,7,7,7,1,5,1,1,3,5,1,1,1,1,5,5,5,5,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,43,,3,1,7,6,8,6,7,7,10,10,10,10,0,8,7,6,10,3,0,8,10,7,10,9,8,4,2,4,2,4,4,2,4,2,2,4,3,4,6,6,6,6,6,5,4,5,5,4,1,2,1,2,2,4,2,4,4,4,
